,driver,midrace_pos,high_pos,low_pos,avg_pos,pass_dif,GF_Passes,GF_Passed,quality_passes,quality_pass_pct,fast_lap,top15_laps,top15_lap_pct,laps_led,LL_pct,total_laps,driver_rating,race_num,year,start,finish,laps,pos_dif,finishpoints,DFS,DfsRank
117,Erik Jones,10,3,30,12,19,79,60,42,53.2,7,250,80.1,0,0.0,312,90.4,4,2018,9,9,312,0,35,38.15,12
118,Ryan Newman,17,1,25,13,9,56,47,36,64.3,5,208,66.7,23,7.4,312,79.9,4,2018,13,11,312,2,32,42.0,10
119,Alex Bowman,22,3,29,16,18,81,63,24,29.6,1,164,52.6,0,0.0,312,74.4,4,2018,4,13,312,-9,30,21.45,21
120,Brad Keselowski,24,1,32,11,7,61,54,24,39.3,19,241,77.2,12,3.9,312,92.1,4,2018,25,15,312,10,28,49.55,8
121,Austin Dillon,7,5,24,15,-18,56,74,20,35.7,0,127,40.7,0,0.0,311,66.2,4,2018,18,17,311,1,26,27.0,16
122,Joey Logano,11,5,27,13,-17,54,71,28,51.9,0,217,69.6,0,0.0,311,80.0,4,2018,5,19,311,-14,24,10.0,26
123,A.J. Allmendinger,31,13,31,22,7,59,52,0,0.0,0,3,1.0,0,0.0,311,57.3,4,2018,20,21,311,-1,21,20.0,23
124,"Ricky Stenhouse, Jr.",26,3,32,22,18,92,74,7,7.6,4,28,9.0,0,0.0,311,56.4,4,2018,29,23,311,6,19,26.8,17
125,Matt DiBenedetto,21,9,32,28,-8,42,50,4,9.5,0,5,1.6,0,0.0,311,43.0,4,2018,30,25,311,5,17,22.0,20
126,Ross Chastain,28,2,36,28,-1,45,46,5,11.1,0,21,6.7,0,0.0,310,39.2,4,2018,36,27,310,9,15,24.0,18
127,Chris Buescher,34,21,34,31,-3,21,24,0,0.0,0,0,0.0,0,0.0,309,37.7,4,2018,24,29,309,-5,13,8.0,27
128,D.J. Kennington,32,16,36,31,2,37,35,1,2.7,0,0,0.0,0,0.0,309,33.3,4,2018,34,31,309,3,10,13.0,25
129,Timmy Hill,33,6,36,33,0,7,7,0,0.0,0,1,0.3,0,0.0,306,28.5,4,2018,35,33,306,2,8,10.0,26
130,Jeffrey Earnhardt,36,35,37,36,0,1,1,0,0.0,0,0,0.0,0,0.0,292,24.8,4,2018,37,35,292,2,6,8.0,27
131,Corey LaJoie,37,33,35,36,-5,1,6,0,0.0,0,0,0.0,0,0.0,23,24.3,4,2018,33,37,23,-4,4,0.0,29
132,Kyle Busch,1,1,11,3,9,38,29,33,86.8,65,312,100.0,128,41.0,312,137.8,4,2018,7,2,312,5,42,108.25,1
133,Denny Hamlin,19,1,30,6,14,64,50,41,64.1,14,290,93.0,33,10.6,312,111.8,4,2018,6,4,312,2,40,56.55,4
134,Clint Bowyer,4,3,29,10,18,65,47,49,75.4,23,282,90.4,0,0.0,312,103.5,4,2018,19,6,312,13,38,61.35,3
135,Daniel Suarez,12,5,31,14,12,60,48,30,50.0,0,199,63.8,0,0.0,312,84.2,4,2018,15,8,312,7,36,43.0,9
136,Kurt Busch,23,1,26,13,30,75,45,39,52.0,11,218,69.9,6,1.9,312,87.0,4,2018,23,10,312,13,34,53.45,6
137,William Byron,9,1,29,13,-20,53,73,18,34.0,6,213,68.3,15,4.8,312,82.2,4,2018,11,12,312,-1,31,36.45,13
138,Jimmie Johnson,13,8,29,15,1,57,56,26,45.6,0,181,58.0,0,0.0,312,77.2,4,2018,17,14,312,3,29,32.0,14
139,Ryan Blaney,8,5,24,15,-25,57,82,17,29.8,0,121,38.8,0,0.0,311,67.7,4,2018,12,16,311,-4,27,23.0,19
140,Kyle Larson,15,1,30,13,-10,46,56,9,19.6,15,181,58.0,54,17.4,311,86.4,4,2018,2,18,311,-16,25,29.25,15
141,Trevor Bayne,14,12,34,23,1,62,61,4,6.5,0,15,4.8,0,0.0,311,53.5,4,2018,21,20,311,1,23,24.0,18
142,David Ragan,20,16,30,25,-25,52,77,1,1.9,0,0,0.0,0,0.0,311,49.7,4,2018,16,22,311,-6,20,14.0,24
143,Kasey Kahne,25,3,35,23,-10,54,64,9,16.7,2,38,12.2,0,0.0,311,51.7,4,2018,26,24,311,2,18,20.9,22
144,Jamie McMurray,6,4,30,14,-19,53,72,28,52.8,3,222,71.2,0,0.0,310,75.0,4,2018,8,26,310,-18,16,-0.65,30
145,Bubba Wallace,29,20,34,28,2,51,49,0,0.0,0,0,0.0,0,0.0,309,49.7,4,2018,27,28,309,-1,14,13.0,25
146,Ty Dillon,27,3,30,25,-6,65,71,9,13.9,0,13,4.2,0,0.0,309,42.7,4,2018,28,30,309,-2,12,10.0,26
147,Michael McDowell,30,4,33,28,4,48,44,0,0.0,0,6,1.9,0,0.0,308,38.5,4,2018,31,32,308,-1,9,8.0,27
148,Gray Gaulding,35,5,35,34,-5,11,16,0,0.0,0,2,0.6,0,0.0,304,30.1,4,2018,32,34,304,-2,7,5.0,28
149,Paul Menard,18,12,27,26,-21,23,44,7,30.4,0,16,5.1,0,0.0,189,51.7,4,2018,14,36,189,-22,5,-17.0,31
150,"Martin Truex, Jr.",1,1,9,2,6,39,33,33,84.6,69,200,100.0,125,62.5,200,150.0,5,2018,1,1,200,0,45,107.3,1
151,Kyle Busch,4,1,5,2,1,33,32,28,84.9,26,200,100.0,62,31.0,200,126.3,5,2018,2,3,200,-1,41,67.2,2
152,Joey Logano,3,1,33,5,-7,85,92,36,42.4,9,196,98.0,9,4.5,200,113.0,5,2018,6,5,200,1,39,46.3,8
153,Erik Jones,7,3,14,7,-3,59,62,49,83.1,0,200,100.0,0,0.0,200,101.3,5,2018,4,7,200,-3,37,34.0,14
154,Jimmie Johnson,8,4,33,11,14,103,89,38,36.9,0,162,81.0,0,0.0,200,92.5,5,2018,33,9,200,24,35,59.0,4
155,Clint Bowyer,9,6,29,12,22,126,104,58,46.0,0,152,76.0,0,0.0,199,85.8,5,2018,26,11,199,15,32,47.0,7
156,Alex Bowman,16,12,32,17,16,134,118,39,29.1,0,88,44.0,0,0.0,199,72.2,5,2018,28,13,199,15,30,45.0,10
157,William Byron,14,1,31,16,-10,122,132,31,25.4,0,121,60.5,1,0.5,199,71.0,5,2018,29,15,199,14,28,42.25,11
158,Jamie McMurray,18,1,26,14,-5,113,118,53,46.9,0,119,59.5,1,0.5,199,73.9,5,2018,15,17,199,-2,26,24.25,20
159,Paul Menard,17,7,31,17,3,120,117,37,30.8,10,94,47.0,0,0.0,199,76.5,5,2018,14,19,199,-5,24,23.5,21
160,Ryan Newman,21,7,30,18,-5,103,108,26,25.2,0,57,28.5,0,0.0,199,60.5,5,2018,9,21,199,-12,21,9.0,28
161,Daniel Suarez,11,8,30,20,5,133,128,33,24.8,0,61,30.5,0,0.0,199,59.8,5,2018,30,23,199,7,19,26.0,18
162,David Ragan,23,6,32,25,-16,137,153,9,6.6,0,10,5.0,0,0.0,199,46.3,5,2018,21,25,199,-4,17,13.0,25
163,Ty Dillon,31,13,36,29,-13,71,84,3,4.2,0,1,0.5,0,0.0,198,40.5,5,2018,17,27,198,-10,15,5.0,29
164,Ross Chastain,29,2,36,29,5,107,102,10,9.4,0,10,5.0,0,0.0,198,36.7,5,2018,36,29,198,7,13,20.0,24
165,Matt DiBenedetto,28,2,33,29,-11,82,93,4,4.9,2,1,0.5,0,0.0,196,37.5,5,2018,18,31,196,-13,10,-2.1,30
166,Timmy Hill,35,29,36,35,-2,24,26,0,0.0,0,0,0.0,0,0.0,193,27.1,5,2018,35,33,193,2,8,10.0,27
167,Kevin Harvick,37,3,37,30,8,39,31,28,71.8,11,37,18.5,0,0.0,191,59.6,5,2018,10,35,191,-25,6,-14.05,34
168,Trevor Bayne,19,10,29,27,-12,66,78,2,3.0,0,7,3.5,0,0.0,108,54.5,5,2018,13,37,108,-24,4,-20.0,35
169,Kyle Larson,2,2,28,6,48,117,69,63,53.9,11,184,92.0,0,0.0,200,113.4,5,2018,3,2,200,1,42,47.95,6
170,Brad Keselowski,5,2,21,5,8,59,51,50,84.8,7,197,98.5,0,0.0,200,112.2,5,2018,11,4,200,7,40,50.15,5
171,Denny Hamlin,6,1,28,10,29,117,88,56,47.9,5,169,84.5,1,0.5,200,99.9,5,2018,25,6,200,19,38,59.5,3
172,Ryan Blaney,20,5,32,17,-3,119,122,45,37.8,13,111,55.5,0,0.0,200,92.3,5,2018,8,8,200,0,36,41.85,13
173,Austin Dillon,15,5,29,14,-20,101,121,39,38.6,0,147,73.5,0,0.0,200,85.0,5,2018,5,10,200,-5,34,29.0,17
174,Aric Almirola,10,6,27,14,11,118,107,54,45.8,0,142,71.0,0,0.0,199,76.5,5,2018,27,12,199,15,31,46.0,9
175,Kurt Busch,12,5,25,11,-3,94,97,59,62.8,0,186,93.0,0,0.0,199,89.2,5,2018,7,14,199,-7,29,22.0,23
176,Chase Elliott,13,7,31,16,0,131,131,46,35.1,0,89,44.5,0,0.0,199,67.7,5,2018,31,16,199,15,27,42.0,12
177,"Ricky Stenhouse, Jr.",30,5,33,20,-10,118,128,12,10.2,3,17,8.5,0,0.0,199,61.2,5,2018,16,18,199,-2,25,24.35,19
178,Bubba Wallace,25,14,34,24,0,112,112,2,1.8,0,3,1.5,0,0.0,199,53.0,5,2018,19,20,199,-1,23,22.0,23
179,A.J. Allmendinger,24,10,36,24,2,121,119,6,5.0,0,7,3.5,0,0.0,199,49.8,5,2018,32,22,199,10,20,30.0,15
180,Kasey Kahne,26,1,35,23,-22,109,131,2,1.8,2,7,3.5,1,0.5,199,52.7,5,2018,34,24,199,10,18,29.15,16
181,Michael McDowell,27,7,34,26,-16,125,141,7,5.6,0,8,4.0,0,0.0,199,43.3,5,2018,22,26,199,-4,16,12.0,26
182,Cole Whitt,32,6,37,30,-3,80,83,7,8.8,0,3,1.5,0,0.0,198,35.1,5,2018,37,28,198,9,14,23.0,22
183,Chris Buescher,22,12,34,22,-19,106,125,5,4.7,6,14,7.0,0,0.0,197,52.1,5,2018,12,30,197,-18,12,-3.3,32
184,Gray Gaulding,33,20,36,33,-1,32,33,0,0.0,0,0,0.0,0,0.0,194,31.2,5,2018,20,32,194,-12,9,-3.0,31
185,Reed Sorenson,34,20,36,34,4,37,33,0,0.0,0,0,0.0,0,0.0,193,28.0,5,2018,24,34,193,-10,7,-3.0,31
186,Jeffrey Earnhardt,36,23,37,36,0,7,7,0,0.0,0,0,0.0,0,0.0,189,23.7,5,2018,23,36,189,-13,5,-8.0,33
187,Clint Bowyer,2,1,19,3,9,18,9,18,100.0,75,499,99.8,215,43.0,500,137.9,6,2018,9,1,500,8,45,140.5,1
188,Ryan Blaney,1,1,6,3,0,11,11,11,100.0,30,500,100.0,145,29.0,500,121.0,6,2018,5,3,500,2,41,92.75,2
189,Kevin Harvick,6,3,9,6,7,21,14,21,100.0,33,500,100.0,0,0.0,500,107.0,6,2018,8,5,500,3,39,56.85,6
190,Alex Bowman,15,7,24,14,6,56,50,26,46.4,13,315,63.0,0,0.0,500,85.5,6,2018,16,7,500,9,37,51.85,7
191,Chase Elliott,16,9,25,16,3,26,23,18,69.2,8,191,38.2,0,0.0,500,77.5,6,2018,21,9,500,12,35,50.6,9
192,Kurt Busch,7,4,20,8,-9,22,31,22,100.0,17,499,99.8,0,0.0,500,93.3,6,2018,11,11,500,0,32,39.65,11
193,Paul Menard,11,6,16,12,-5,26,31,26,100.0,8,498,99.6,0,0.0,500,85.5,6,2018,15,13,500,2,30,35.6,15
194,Jimmie Johnson,10,9,21,12,2,26,24,24,92.3,4,454,90.8,0,0.0,499,81.6,6,2018,18,15,499,3,28,32.8,17
195,Erik Jones,18,13,23,17,-2,21,23,11,52.4,2,155,31.0,0,0.0,497,73.2,6,2018,13,17,497,-4,26,22.9,21
196,Ryan Newman,19,8,19,17,-6,18,24,11,61.1,0,118,23.6,0,0.0,497,70.3,6,2018,14,19,497,-5,24,19.0,24
197,Michael McDowell,20,18,36,22,3,44,41,0,0.0,0,0,0.0,0,0.0,497,57.2,6,2018,24,21,497,3,21,24.0,19
198,Chris Buescher,25,19,31,25,3,32,29,0,0.0,0,0,0.0,0,0.0,496,53.5,6,2018,22,23,496,-1,19,18.0,25
199,David Ragan,26,21,31,26,-7,30,37,0,0.0,0,0,0.0,0,0.0,495,48.0,6,2018,28,25,495,3,17,20.0,22
200,Cole Whitt,32,16,35,28,-7,37,44,0,0.0,31,0,0.0,0,0.0,493,44.2,6,2018,35,27,493,8,15,36.95,13
201,Ross Chastain,30,28,37,31,3,22,19,0,0.0,0,0,0.0,0,0.0,493,35.5,6,2018,33,29,493,4,13,17.0,26
202,J.J. Yeley,29,1,38,30,-5,28,33,0,0.0,0,1,0.2,0,0.0,493,36.3,6,2018,38,31,493,7,10,17.0,26
203,Trevor Bayne,28,15,34,28,-12,40,52,0,0.0,4,1,0.2,0,0.0,486,43.8,6,2018,27,33,486,-6,8,3.8,29
204,Harrison Rhodes,34,28,38,35,-8,8,16,0,0.0,0,0,0.0,0,0.0,482,25.8,6,2018,30,35,482,-5,6,1.0,31
205,"Ricky Stenhouse, Jr.",35,17,38,36,-3,11,14,0,0.0,1,0,0.0,0,0.0,481,25.5,6,2018,17,37,481,-20,4,-15.55,34
206,Kyle Busch,3,1,4,3,-1,9,10,9,100.0,77,500,100.0,24,4.8,500,126.8,6,2018,2,2,500,0,42,82.65,3
207,"Martin Truex, Jr.",13,1,14,7,-6,23,29,23,100.0,29,500,100.0,4,0.8,500,102.2,6,2018,1,4,500,-3,40,51.05,8
208,Joey Logano,9,3,13,8,-6,20,26,20,100.0,7,500,100.0,0,0.0,500,99.4,6,2018,3,6,500,-3,38,38.15,12
209,A.J. Allmendinger,8,5,25,9,25,41,16,28,68.3,13,464,92.8,0,0.0,500,94.5,6,2018,25,8,500,17,36,58.85,5
210,Brad Keselowski,4,1,10,5,-10,21,31,21,100.0,28,500,100.0,1,0.2,500,105.9,6,2018,4,10,500,-6,34,40.85,10
211,Denny Hamlin,5,1,17,6,2,17,15,17,100.0,42,498,99.6,111,22.2,500,109.4,6,2018,6,12,500,-6,31,71.65,4
212,Aric Almirola,14,4,33,15,27,45,18,14,31.1,26,258,51.6,0,0.0,500,79.9,6,2018,10,14,500,-4,29,36.7,14
213,Kyle Larson,12,7,24,14,-10,25,35,19,76.0,4,439,87.8,0,0.0,499,78.0,6,2018,7,16,499,-9,27,19.8,23
214,Daniel Suarez,17,9,23,19,4,34,30,8,23.5,11,55,11.0,0,0.0,497,68.1,6,2018,23,18,497,5,25,34.95,16
215,William Byron,23,16,26,21,-10,30,40,0,0.0,0,0,0.0,0,0.0,497,62.7,6,2018,20,20,497,0,23,23.0,20
216,Ty Dillon,22,20,32,23,-1,29,30,0,0.0,1,0,0.0,0,0.0,496,54.4,6,2018,32,22,496,10,20,30.45,18
217,Kasey Kahne,24,19,29,24,1,9,8,0,0.0,0,0,0.0,0,0.0,496,54.8,6,2018,29,24,496,5,18,23.0,20
218,Jamie McMurray,21,6,30,21,9,42,33,0,0.0,2,2,0.4,0,0.0,495,58.1,6,2018,26,26,495,0,16,16.9,27
219,D.J. Kennington,31,27,38,31,6,23,17,0,0.0,0,0,0.0,0,0.0,493,34.7,6,2018,37,28,493,9,14,23.0,20
220,Austin Dillon,33,10,37,30,18,33,15,4,12.1,0,52,10.4,0,0.0,493,57.9,6,2018,12,30,493,-18,12,-6.0,32
221,Matt DiBenedetto,27,24,34,30,-6,29,35,0,0.0,0,0,0.0,0,0.0,488,41.0,6,2018,31,32,488,-1,9,8.0,28
222,Bubba Wallace,36,12,38,34,-6,14,20,0,0.0,0,1,0.2,0,0.0,486,38.5,6,2018,19,34,486,-15,7,-8.0,33
223,Gray Gaulding,37,30,38,35,1,15,14,0,0.0,0,0,0.0,0,0.0,481,31.7,6,2018,34,36,481,-2,5,3.0,30
224,Landon Cassill,38,31,36,36,-9,10,19,0,0.0,0,0,0.0,0,0.0,211,26.7,6,2018,36,38,211,-2,3,1.0,31
225,Kyle Busch,1,1,25,4,-1,55,56,35,63.6,70,331,99.1,116,34.7,334,135.3,7,2018,8,1,334,7,45,112.5,1
226,Jamie McMurray,11,2,29,9,9,67,58,35,52.2,1,316,94.6,0,0.0,334,94.2,7,2018,24,3,334,21,41,62.45,4
227,Ryan Blaney,16,2,28,11,-10,80,90,36,45.0,11,269,80.5,0,0.0,334,97.0,7,2018,4,5,334,-1,39,42.95,9
228,Kurt Busch,2,1,12,4,-6,45,51,36,80.0,28,334,100.0,40,12.0,334,110.8,7,2018,1,7,334,-6,37,53.6,6
229,Clint Bowyer,5,2,16,7,-2,53,55,46,86.8,12,333,99.7,0,0.0,334,96.9,7,2018,3,9,334,-6,35,34.4,17
230,Chase Elliott,6,1,22,9,4,76,72,39,51.3,11,305,91.3,4,1.2,333,88.4,7,2018,20,11,333,9,32,46.95,7
231,Ty Dillon,18,5,30,19,-1,74,75,15,20.3,1,110,32.9,0,0.0,332,60.2,7,2018,23,13,332,10,30,40.45,12
232,Chris Buescher,20,10,26,17,-11,57,68,18,31.6,0,84,25.2,0,0.0,331,67.7,7,2018,18,15,331,3,28,31.0,20
233,Kasey Kahne,23,10,35,20,1,52,51,10,19.2,2,60,18.0,0,0.0,328,54.3,7,2018,28,17,328,11,26,37.9,15
234,Cole Whitt,28,9,34,25,-2,45,47,8,17.8,0,9,2.7,0,0.0,324,49.5,7,2018,34,19,324,15,24,39.0,13
235,Landon Cassill,31,21,37,29,6,19,13,0,0.0,0,0,0.0,0,0.0,321,35.2,7,2018,35,21,321,14,21,35.0,16
236,David Ragan,21,2,31,22,-5,55,60,5,9.1,0,11,3.3,0,0.0,317,49.1,7,2018,29,23,317,6,19,25.0,21
237,"Ricky Stenhouse, Jr.",8,1,29,12,1,82,81,39,47.6,2,268,80.2,10,3.2,315,68.3,7,2018,26,25,315,1,17,21.4,22
238,Ryan Newman,12,2,26,13,13,65,52,36,55.4,0,258,77.3,0,0.0,303,65.5,7,2018,25,27,303,-2,15,13.0,24
239,Daniel Suarez,36,14,37,34,-5,7,12,0,0.0,2,0,0.0,0,0.0,290,36.6,7,2018,14,29,290,-15,13,-1.1,28
240,Reed Sorenson,27,24,37,29,3,18,15,0,0.0,0,0,0.0,0,0.0,209,36.2,7,2018,37,31,209,6,10,16.0,23
241,Brad Keselowski,7,6,19,19,1,35,34,20,57.1,0,176,52.7,0,0.0,178,84.0,7,2018,11,33,178,-22,8,-14.0,31
242,Jimmie Johnson,22,6,29,26,-17,42,59,12,28.6,6,47,14.1,0,0.0,175,66.7,7,2018,9,35,175,-26,6,-17.3,33
243,"Martin Truex, Jr.",37,2,29,29,0,36,36,16,44.4,2,76,22.8,0,0.0,80,61.8,7,2018,6,37,80,-31,4,-26.1,34
244,Kevin Harvick,15,1,22,7,15,50,35,37,74.0,82,304,91.0,87,26.1,334,129.9,7,2018,2,2,334,0,42,100.65,2
245,Erik Jones,4,1,22,6,-1,55,56,30,54.6,15,322,96.4,64,19.2,334,108.4,7,2018,21,4,334,17,40,79.75,3
246,Joey Logano,3,1,17,5,9,58,49,44,75.9,0,333,99.7,0,0.0,334,103.3,7,2018,7,6,334,1,38,39.0,13
247,Bubba Wallace,17,2,29,15,-2,68,70,21,30.9,0,183,54.8,0,0.0,334,75.5,7,2018,15,8,334,7,36,43.0,8
248,William Byron,13,1,35,14,15,74,59,28,37.8,1,225,67.4,1,0.3,334,81.6,7,2018,33,10,334,23,34,57.7,5
249,Trevor Bayne,14,7,28,16,-2,57,59,22,38.6,5,198,59.3,0,0.0,333,69.1,7,2018,13,12,333,1,31,34.25,18
250,Michael McDowell,19,2,27,18,-4,59,63,7,11.9,0,41,12.3,0,0.0,332,62.2,7,2018,27,14,332,13,29,42.0,10
251,Matt DiBenedetto,24,4,33,22,5,44,39,3,6.8,0,5,1.5,0,0.0,329,51.2,7,2018,30,16,329,14,27,41.0,11
252,Ross Chastain,26,12,36,25,12,48,36,6,12.5,0,4,1.2,0,0.0,325,48.7,7,2018,31,18,325,13,25,38.0,14
253,Gray Gaulding,32,20,33,27,-2,35,37,0,0.0,0,0,0.0,0,0.0,322,43.1,7,2018,32,20,322,12,23,35.0,16
254,Harrison Rhodes,30,22,36,29,2,26,24,0,0.0,0,0,0.0,0,0.0,319,39.0,7,2018,36,22,319,14,20,34.0,19
255,A.J. Allmendinger,29,16,32,23,-17,46,63,0,0.0,0,0,0.0,0,0.0,316,58.7,7,2018,22,24,316,-2,18,16.0,23
256,Austin Dillon,25,15,36,26,3,36,33,1,2.8,0,3,0.9,0,0.0,304,48.1,7,2018,17,26,304,-9,16,7.0,25
257,Alex Bowman,34,13,37,33,7,12,5,3,25.0,2,1,0.3,0,0.0,294,38.4,7,2018,16,28,294,-12,14,2.9,26
258,Paul Menard,33,16,35,31,4,28,24,0,0.0,0,0,0.0,0,0.0,215,32.8,7,2018,19,30,215,-11,12,1.0,27
259,Aric Almirola,10,7,24,20,-1,42,43,20,47.6,0,171,51.2,0,0.0,178,71.2,7,2018,12,32,178,-20,9,-11.0,29
260,Denny Hamlin,9,1,22,20,-13,26,39,12,46.2,14,141,42.2,12,6.8,177,83.7,7,2018,5,34,177,-29,7,-12.7,30
261,Kyle Larson,35,2,31,26,22,49,27,14,28.6,13,92,27.5,0,0.0,126,56.2,7,2018,10,36,126,-26,5,-15.15,32
262,Kyle Busch,2,1,15,4,-5,50,55,50,100.0,58,500,100.0,117,23.4,500,129.1,8,2018,1,1,500,0,45,100.35,2
263,Jimmie Johnson,3,1,35,7,10,70,60,57,81.4,26,460,92.0,0,0.0,500,112.5,8,2018,17,3,500,14,41,66.7,4
264,Alex Bowman,7,3,29,9,10,77,67,57,74.0,17,438,87.6,0,0.0,500,102.9,8,2018,8,5,500,3,39,49.65,8
265,Kevin Harvick,8,5,39,12,34,82,48,66,80.5,21,439,87.8,0,0.0,500,93.1,8,2018,39,7,500,32,37,78.45,3
266,Joey Logano,16,1,19,8,3,57,54,48,84.2,4,470,94.0,1,0.2,500,100.2,8,2018,10,9,500,1,35,38.05,12
267,Daniel Suarez,15,1,22,11,-18,70,88,66,94.3,0,434,86.8,5,1.0,500,85.7,8,2018,12,11,500,1,32,34.25,15
268,Paul Menard,11,1,16,9,-12,61,73,61,100.0,2,488,97.6,0,0.0,499,88.6,8,2018,7,13,499,-6,30,24.9,21
269,Austin Dillon,9,3,24,12,2,80,78,65,81.3,4,384,76.8,0,0.0,499,83.3,8,2018,21,15,499,6,28,35.8,14
270,A.J. Allmendinger,17,4,34,20,23,83,60,6,7.2,2,27,5.4,0,0.0,499,62.8,8,2018,18,17,499,1,26,27.9,18
271,Jamie McMurray,22,1,33,22,-4,61,65,0,0.0,0,2,0.4,0,0.0,498,55.8,8,2018,31,19,498,12,24,36.0,13
272,Matt DiBenedetto,19,7,28,21,-7,34,41,4,11.8,0,16,3.2,0,0.0,497,57.9,8,2018,24,21,497,3,21,24.0,22
273,Brad Keselowski,1,1,25,8,-12,44,56,36,81.8,27,416,83.2,67,13.5,495,94.4,8,2018,3,23,495,-20,19,27.9,18
274,Corey LaJoie,26,23,36,28,-4,8,12,0,0.0,0,0,0.0,0,0.0,494,44.2,8,2018,34,25,494,9,17,26.0,20
275,D.J. Kennington,29,27,39,29,-3,6,9,0,0.0,0,0,0.0,0,0.0,482,40.0,8,2018,35,27,482,8,15,23.0,23
276,Chase Elliott,32,12,38,32,10,12,2,4,33.3,3,3,0.6,0,0.0,473,37.3,8,2018,16,29,473,-13,13,1.35,33
277,Gray Gaulding,34,21,34,31,-13,15,28,0,0.0,0,0,0.0,0,0.0,448,48.0,8,2018,28,31,448,-3,10,7.0,29
278,Chad Finchum,30,23,39,32,-8,8,16,0,0.0,0,0,0.0,0,0.0,335,34.1,8,2018,38,33,335,5,8,13.0,26
279,Ryan Blaney,35,1,11,2,1,3,2,3,100.0,23,117,23.4,100,85.5,117,93.3,8,2018,5,35,117,-30,6,11.35,27
280,Harrison Rhodes,37,28,39,31,-1,8,9,0,0.0,0,0,0.0,0,0.0,115,32.7,8,2018,37,37,115,0,4,4.0,32
281,Ross Chastain,39,26,27,31,-1,1,2,0,0.0,0,0,0.0,0,0.0,3,23.2,8,2018,27,39,3,-12,2,-10.0,35
282,Kyle Larson,5,1,13,3,12,35,23,35,100.0,109,500,100.0,200,40.0,500,138.8,8,2018,6,2,500,4,42,145.05,1
283,"Ricky Stenhouse, Jr.",6,1,30,11,46,87,41,50,57.5,30,362,72.4,0,0.0,500,98.2,8,2018,4,4,500,0,40,53.5,6
284,Aric Almirola,18,3,27,15,-12,91,103,54,59.3,3,290,58.0,0,0.0,500,78.3,8,2018,19,6,500,13,38,52.35,7
285,Clint Bowyer,13,1,24,13,7,76,69,54,71.1,6,370,74.0,0,0.0,500,82.3,8,2018,14,8,500,6,36,44.7,10
286,Ryan Newman,14,2,34,14,18,87,69,31,35.6,6,287,57.4,0,0.0,500,78.8,8,2018,30,10,500,20,34,56.7,5
287,David Ragan,20,7,37,20,1,81,80,20,24.7,0,83,16.6,0,0.0,500,78.2,8,2018,23,12,500,11,31,42.0,11
288,Denny Hamlin,4,1,25,13,3,60,57,51,85.0,12,330,66.0,4,0.8,499,94.8,8,2018,25,14,499,11,29,46.4,9
289,Bubba Wallace,10,1,24,13,9,63,54,34,54.0,2,322,64.4,6,1.2,499,73.2,8,2018,20,16,499,4,27,33.4,16
290,William Byron,12,5,22,15,-10,64,74,37,57.8,4,260,52.0,0,0.0,498,69.7,8,2018,11,18,498,-7,25,19.8,24
291,Landon Cassill,21,9,30,22,-27,33,60,0,0.0,0,8,1.6,0,0.0,498,56.2,8,2018,29,20,498,9,23,32.0,17
292,Kurt Busch,25,2,38,20,-4,34,38,13,38.2,9,127,25.4,0,0.0,496,71.1,8,2018,2,22,496,-20,20,4.05,31
293,Trevor Bayne,23,18,33,24,-1,49,50,0,0.0,1,0,0.0,0,0.0,495,55.1,8,2018,33,24,495,9,18,27.45,19
294,Erik Jones,24,1,26,18,-18,33,51,24,72.7,5,183,36.6,0,0.0,494,72.9,8,2018,13,26,494,-13,16,5.25,30
295,Ty Dillon,31,18,36,29,-3,18,21,0,0.0,0,0,0.0,0,0.0,475,44.9,8,2018,32,28,475,4,14,18.0,25
296,"Martin Truex, Jr.",28,21,37,31,5,13,8,0,0.0,0,0,0.0,0,0.0,458,36.4,8,2018,26,30,458,-4,12,8.0,28
297,Reed Sorenson,27,1,36,29,-7,11,18,0,0.0,0,2,0.4,0,0.0,342,40.2,8,2018,36,32,342,4,9,13.0,26
298,Kasey Kahne,33,8,34,24,-27,37,64,23,62.2,0,179,35.8,0,0.0,236,52.3,8,2018,15,34,236,-19,7,-12.0,36
299,Chris Buescher,36,16,33,26,17,36,19,0,0.0,1,0,0.0,0,0.0,116,39.7,8,2018,22,36,116,-14,5,-8.55,34
300,Michael McDowell,38,9,38,29,-2,1,3,0,0.0,0,3,0.6,0,0.0,9,25.3,8,2018,9,38,9,-29,3,-26.0,37
301,Kyle Busch,6,1,32,6,24,50,26,28,56.0,35,386,96.0,32,8.0,402,118.8,9,2018,32,1,402,31,45,99.75,1
302,Denny Hamlin,11,1,15,8,-7,42,49,31,73.8,16,402,100.0,6,1.5,402,101.2,9,2018,4,3,402,1,41,50.7,9
303,Kevin Harvick,10,1,19,8,12,43,31,35,81.4,28,369,91.8,8,2.0,402,105.8,9,2018,10,5,402,5,39,58.6,7
304,Kyle Larson,17,2,22,13,2,57,55,31,54.4,3,255,63.4,0,0.0,402,86.5,9,2018,5,7,402,-2,37,36.35,15
305,Clint Bowyer,2,1,16,5,14,44,30,42,95.5,18,400,99.5,45,11.2,402,114.3,9,2018,16,9,402,7,35,61.35,4
306,Kurt Busch,4,1,13,5,-6,49,55,40,81.6,28,402,100.0,98,24.4,402,116.2,9,2018,6,11,402,-5,32,64.1,3
